sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
22,1,2026-06-13T00:12:13.965902,ryu,Tree_D2_F3_bw200M,9,tree,200M,42864.65,0.046,0.0,1.0,0.009,1.02,33.86,12.66,0.9728,0.876,0.9893,0.9555,ryu,0.0161,hybrid_p95,CONTROLLER
23,1,2026-06-13T00:14:34.543847,floodlight,Tree_D2_F3_bw200M,9,tree,200M,0.0,0.07,0,1.0,0.008,50.03,408.7,20.71,0.556,0.4272,0.9826,0.5665,ryu,0.0161,hybrid_p95,CONTROLLER
24,1,2026-06-13T00:17:06.510544,onos,Tree_D2_F3_bw200M,9,tree,200M,39575.89,0.044,0.0,1.0,0.008,7.59,1001.0,12.39,0.9931,0.7166,0.9896,0.9394,ryu,0.0161,hybrid_p95,CONTROLLER
25,1,2026-06-13T00:18:30.240165,ryu,Tree_D2_F4_bw10M,16,tree,10M,38834.08,0.053,0.0,0.994,0.013,1.08,34.24,13.15,0.6427,0.8752,0.9888,0.7163,onos,0.0224,hybrid_p95,CONTROLLER
26,1,2026-06-13T00:20:51.324394,floodlight,Tree_D2_F4_bw10M,16,tree,10M,0.0,0.041,0,0.994,0.012,33.79,460.31,12.47,0.9067,0.5453,0.9894,0.8438,onos,0.0224,hybrid_p95,CONTROLLER
27,1,2026-06-13T00:23:24.044281,onos,Tree_D2_F4_bw10M,16,tree,10M,34009.02,0.043,0.0,0.994,0.005,24.62,1019.0,15.51,0.9265,0.5882,0.987,0.8662,onos,0.0224,hybrid_p95,CONTROLLER
28,1,2026-06-13T00:24:48.028309,ryu,Tree_D2_F4_bw50M,16,tree,50M,35228.31,0.047,0.0,0.994,0.011,1.33,34.17,14.81,0.7843,0.8734,0.9875,0.8183,floodlight,0.0256,hybrid_p95,CONTROLLER
29,1,2026-06-13T00:27:09.420409,floodlight,Tree_D2_F4_bw50M,16,tree,50M,0.0,0.038,0,0.994,0.011,33.96,412.66,16.89,0.9067,0.5476,0.9858,0.8439,floodlight,0.0256,hybrid_p95,CONTROLLER
30,1,2026-06-13T00:29:43.192105,onos,Tree_D2_F4_bw50M,16,tree,50M,32907.16,0.053,0.0,0.994,0.004,11.48,1101.98,18.26,0.6367,0.6843,0.9847,0.6748,floodlight,0.0256,hybrid_p95,CONTROLLER
31,1,2026-06-13T00:31:07.131588,ryu,Tree_D2_F4_bw100M,16,tree,100M,33797.59,0.046,0.0,0.994,0.013,1.39,34.2,19.39,0.6427,0.8729,0.9836,0.7154,floodlight,0.1132,hybrid_p95,CONTROLLER
32,1,2026-06-13T00:33:28.562333,floodlight,Tree_D2_F4_bw100M,16,tree,100M,0.0,0.036,0,0.994,0.005,44.29,434.3,17.3,0.9067,0.4683,0.9855,0.8286,floodlight,0.1132,hybrid_p95,CONTROLLER
33,1,2026-06-13T00:36:01.929154,onos,Tree_D2_F4_bw100M,16,tree,100M,32575.37,0.045,0.0,0.994,0.003,10.03,1010.05,18.25,0.6748,0.698,0.9847,0.705,floodlight,0.1132,hybrid_p95,CONTROLLER
34,1,2026-06-13T00:37:25.927892,ryu,Tree_D2_F4_bw200M,16,tree,200M,33519.22,0.053,0.0,0.994,0.006,1.31,34.16,13.14,0.6427,0.8735,0.989,0.716,floodlight,0.001,hybrid_p95,CONTROLLER
35,1,2026-06-13T00:39:07.674532,floodlight,Tree_D2_F4_bw200M,16,tree,200M,32432.32,0.04,0,0.994,0.009,24.44,431.9,17.06,0.9067,0.6176,0.9856,0.8574,floodlight,0.001,hybrid_p95,CONTROLLER
36,1,2026-06-13T00:41:40.583682,onos,Tree_D2_F4_bw200M,16,tree,200M,33465.51,0.043,0.0,0.994,0.004,23.33,1058.0,14.34,0.9105,0.5966,0.988,0.8564,floodlight,0.001,hybrid_p95,CONTROLLER
37,1,2026-06-13T00:43:04.625891,ryu,Tree_D3_F2_bw10M,8,tree,10M,33671.37,0.06,0.0,1.0,0.018,1.66,34.42,12.28,0.5602,0.8707,0.9895,0.6558,onos,0.2255,hybrid_p95,CONTROLLER
38,1,2026-06-13T00:44:46.231457,floodlight,Tree_D3_F2_bw10M,8,tree,10M,33644.29,0.053,0,1.0,0.01,35.48,470.1,12.39,0.733,0.5319,0.9895,0.7155,onos,0.2255,hybrid_p95,CONTROLLER
39,1,2026-06-13T00:47:18.679320,onos,Tree_D3_F2_bw10M,8,tree,10M,34222.77,0.046,0.0,1.0,0.004,9.64,1088.51,12.3,1.0,0.6985,0.9897,0.941,onos,0.2255,hybrid_p95,CONTROLLER
40,1,2026-06-13T00:48:42.706354,ryu,Tree_D3_F2_bw50M,8,tree,50M,37573.48,0.074,0.0,1.0,0.016,1.67,34.41,13.66,0.7031,0.8706,0.9884,0.7591,onos,0.1643,hybrid_p95,CONTROLLER
41,1,2026-06-13T00:51:04.054581,floodlight,Tree_D3_F2_bw50M,8,tree,50M,0.0,0.079,0,1.0,0.004,43.67,437.72,12.45,0.556,0.4727,0.9896,0.5759,onos,0.1643,hybrid_p95,CONTROLLER
42,1,2026-06-13T00:53:36.741251,onos,Tree_D3_F2_bw50M,8,tree,50M,36171.35,0.048,0.0,1.0,0.007,20.39,1014.1,12.6,0.9966,0.6201,0.9894,0.9234,onos,0.1643,hybrid_p95,CONTROLLER
43,1,2026-06-13T00:55:00.766128,ryu,Tree_D3_F2_bw100M,8,tree,100M,35840.92,0.058,0.0,1.0,0.013,1.7,34.42,13.25,0.823,0.8704,0.9888,0.8459,ryu,0.0577,hybrid_p95,CONTROLLER
44,1,2026-06-13T00:57:22.122219,floodlight,Tree_D3_F2_bw100M,8,tree,100M,0.0,0.053,0,1.0,0.014,73.78,464.54,12.48,0.91,0.2447,0.9894,0.7882,ryu,0.0577,hybrid_p95,CONTROLLER
45,1,2026-06-13T00:59:55.015291,onos,Tree_D3_F2_bw100M,8,tree,100M,31514.85,0.063,0.0,1.0,0.005,12.45,1095.78,17.53,0.6351,0.6772,0.9853,0.6723,ryu,0.0577,hybrid_p95,CONTROLLER
46,1,2026-06-13T01:01:19.277614,ryu,Tree_D3_F2_bw200M,8,tree,200M,30663.92,0.046,0.0,1.0,0.004,1.95,34.41,15.63,0.7168,0.8685,0.9869,0.7685,floodlight,0.0703,hybrid_p95,CONTROLLER
47,1,2026-06-13T01:03:01.305059,floodlight,Tree_D3_F2_bw200M,8,tree,200M,28839.25,0.042,0,1.0,0.003,38.82,460.8,14.3,0.91,0.5075,0.988,0.8388,floodlight,0.0703,hybrid_p95,CONTROLLER
48,1,2026-06-13T01:05:34.046932,onos,Tree_D3_F2_bw200M,8,tree,200M,30608.94,0.047,0.0,1.0,0.005,19.41,1043.51,13.26,0.6433,0.6265,0.9889,0.6687,floodlight,0.0703,hybrid_p95,CONTROLLER
49,1,2026-06-13T01:07:00.986169,ryu,Tree_D3_F3_bw10M,27,tree,10M,32547.62,0.057,0.0,0.9833,0.008,3.69,35.26,12.98,0.6367,0.8547,0.9891,0.708,floodlight,0.0331,hybrid_p95,CONTROLLER
50,1,2026-06-13T01:09:25.358343,floodlight,Tree_D3_F3_bw10M,27,tree,10M,0.0,0.043,0,0.9833,0.011,187.52,663.01,13.86,0.9007,0.0361,0.9883,0.7411,floodlight,0.0331,hybrid_p95,CONTROLLER
51,1,2026-06-13T01:12:01.705974,onos,Tree_D3_F3_bw10M,27,tree,10M,30827.33,0.054,0.0,0.9833,0.01,28.23,931.48,16.69,0.7078,0.564,0.9859,0.7031,floodlight,0.0331,hybrid_p95,CONTROLLER
52,1,2026-06-13T01:13:28.543340,ryu,Tree_D3_F3_bw50M,27,tree,50M,33003.06,0.06,0.0,0.9833,0.017,3.51,35.06,16.01,0.6367,0.8562,0.9864,0.7081,floodlight,0.0303,hybrid_p95,CONTROLLER
53,1,2026-06-13T01:15:53.654045,floodlight,Tree_D3_F3_bw50M,27,tree,50M,0.0,0.041,0,0.9833,0.011,57.37,598.41,13.32,0.9007,0.3596,0.9887,0.8036,floodlight,0.0303,hybrid_p95,CONTROLLER
54,1,2026-06-13T01:18:29.651157,onos,Tree_D3_F3_bw50M,27,tree,50M,30638.79,0.051,0.0,0.9833,0.01,24.64,1012.05,13.59,0.798,0.5882,0.9885,0.7733,floodlight,0.0303,hybrid_p95,CONTROLLER
55,1,2026-06-13T01:19:56.882202,ryu,Tree_D3_F3_bw100M,27,tree,100M,31085.33,0.056,0.0,0.9833,0.007,5.26,35.08,17.05,0.6367,0.843,0.9857,0.7055,onos,0.1109,hybrid_p95,CONTROLLER
56,1,2026-06-13T01:22:21.681225,floodlight,Tree_D3_F3_bw100M,27,tree,100M,0.0,0.049,0,0.9833,0.007,109.04,655.31,16.81,0.9007,0.0365,0.9859,0.741,onos,0.1109,hybrid_p95,CONTROLLER
57,1,2026-06-13T01:24:59.098917,onos,Tree_D3_F3_bw100M,27,tree,100M,30214.1,0.051,0.0,0.9833,0.011,15.12,924.51,17.79,0.887,0.6627,0.985,0.8519,onos,0.1109,hybrid_p95,CONTROLLER
58,1,2026-06-13T01:26:26.352322,ryu,Tree_D3_F3_bw200M,27,tree,200M,29849.54,0.059,0.0,0.9833,0.018,3.78,35.02,17.6,0.6367,0.8542,0.9851,0.7076,onos,0.0474,hybrid_p95,CONTROLLER
59,1,2026-06-13T01:28:51.407516,floodlight,Tree_D3_F3_bw200M,27,tree,200M,0.0,0.044,0,0.9833,0.008,102.64,574.7,18.49,0.9007,0.0408,0.9845,0.7417,onos,0.0474,hybrid_p95,CONTROLLER
60,1,2026-06-13T01:31:28.699580,onos,Tree_D3_F3_bw200M,27,tree,200M,29452.33,0.052,0.0,0.9833,0.008,14.71,1102.85,14.93,0.8007,0.66,0.9874,0.7891,onos,0.0474,hybrid_p95,CONTROLLER
61,1,2026-06-13T01:33:00.856111,ryu,Tree_D3_F4_bw10M,64,tree,10M,29781.62,0.048,0.0,0.9488,0.006,9.92,36.19,17.54,0.7355,0.807,0.9853,0.7701,ryu,0.0448,hybrid_p95,CONTROLLER
62,1,2026-06-13T01:35:16.375752,floodlight,Tree_D3_F4_bw10M,64,tree,10M,0.0,0.046,0.0,0.9488,0.016,155.66,844.31,19.84,0.8815,0.0282,0.9832,0.7253,ryu,0.0448,hybrid_p95,CONTROLLER
63,1,2026-06-13T01:37:58.781174,onos,Tree_D3_F4_bw10M,64,tree,10M,29374.34,0.049,0.0,0.9488,0.007,30.17,1084.42,14.32,0.6163,0.5444,0.988,0.6333,ryu,0.0448,hybrid_p95,CONTROLLER
64,1,2026-06-13T01:39:30.936788,ryu,Tree_D3_F4_bw50M,64,tree,50M,29786.76,0.055,0.0,0.9488,0.018,13.0,36.19,19.58,0.9339,0.7839,0.9834,0.9091,ryu,0.0224,hybrid_p95,CONTROLLER
65,1,2026-06-13T01:41:27.133530,floodlight,Tree_D3_F4_bw50M,64,tree,50M,0.0,0.1,0.0,0.9488,0.0,100.38,747.86,19.18,0.5275,0.0322,0.984,0.4698,ryu,0.0224,hybrid_p95,CONTROLLER
66,1,2026-06-13T01:44:08.563290,onos,Tree_D3_F4_bw50M,64,tree,50M,32992.2,0.051,0.0,0.9488,0.007,33.14,958.0,17.98,0.9715,0.5262,0.9849,0.8867,ryu,0.0224,hybrid_p95,CONTROLLER
67,1,2026-06-13T01:45:39.975294,ryu,Tree_D3_F4_bw100M,64,tree,100M,34365.85,0.054,0.0,0.9488,0.018,10.3,36.4,12.59,0.6175,0.804,0.9892,0.6844,onos,0.0398,hybrid_p95,CONTROLLER
68,1,2026-06-13T01:47:14.271003,floodlight,Tree_D3_F4_bw100M,64,tree,100M,30673.63,0.043,0.0,0.9488,0.008,141.86,890.91,13.26,0.8815,0.0265,0.9888,0.7254,onos,0.0398,hybrid_p95,CONTROLLER
69,1,2026-06-13T01:49:54.521961,onos,Tree_D3_F4_bw100M,64,tree,100M,33928.94,0.049,0.0,0.9488,0.008,14.7,1079.4,16.73,0.7678,0.6608,0.9859,0.7652,onos,0.0398,hybrid_p95,CONTROLLER
70,1,2026-06-13T01:51:26.082431,ryu,Tree_D3_F4_bw200M,64,tree,200M,38922.92,0.085,0.0,0.9488,0.004,11.86,36.39,19.38,0.645,0.7923,0.9838,0.7016,floodlight,0.0256,hybrid_p95,CONTROLLER
71,1,2026-06-13T01:53:46.018234,floodlight,Tree_D3_F4_bw200M,64,tree,200M,0.0,0.074,0.0,0.9488,0.008,103.39,668.32,13.05,0.8815,0.0359,0.989,0.7272,floodlight,0.0256,hybrid_p95,CONTROLLER
72,1,2026-06-13T01:56:28.752171,onos,Tree_D3_F4_bw200M,64,tree,200M,39808.85,0.086,0.016,0.9486,0.011,22.47,1096.76,16.11,0.6174,0.6019,0.9864,0.6451,floodlight,0.0256,hybrid_p95,CONTROLLER
